,Zona,year,month,so2_max,so2_median,temp_mean,n_so2,n_temp,month_name
607,SURESTE3,2022,2,32.0,3.5,12.84,293,299,Febrero
608,SURESTE3,2022,3,72.2,4.0,18.03,314,315,Marzo
609,SURESTE3,2022,4,46.7,4.2,23.46,320,322,Abril
610,SURESTE3,2022,5,117.7,4.6,26.63,340,340,Mayo
611,SURESTE3,2022,6,43.8,4.5,26.99,324,329,Junio
612,SURESTE3,2022,7,81.5,4.8,28.54,340,340,Julio
613,SURESTE3,2022,8,41.9,4.8,27.38,339,339,Agosto
614,SURESTE3,2022,9,14.3,4.8,24.3,291,327,Septiembre
615,SURESTE3,2022,10,18.1,5.3,20.67,308,318,Octubre
616,SURESTE3,2022,11,10.4,3.2,16.11,325,328,Noviembre
617,SURESTE3,2022,12,22.2,3.25,14.16,340,340,Diciembre
618,SURESTE3,2023,1,19.3,3.8,16.22,334,340,Enero
619,SURESTE3,2023,2,33.7,3.9,16.95,307,307,Febrero
620,SURESTE3,2023,3,13.4,4.4,20.23,310,339,Marzo
621,SURESTE3,2023,4,26.5,4.4,20.82,313,328,Abril
622,SURESTE3,2023,5,7.1,4.1,23.46,318,318,Mayo
623,SURESTE3,2023,6,3.6,3.1,28.17,327,328,Junio
624,SURESTE3,2023,7,36.8,3.6,28.57,298,298,Julio
625,SURESTE3,2023,8,24.5,3.7,28.88,339,339,Agosto
626,SURESTE3,2023,9,197.2,3.8,28.12,318,318,Septiembre
627,SURESTE3,2023,10,31.5,2.9,21.78,340,340,Octubre
628,SURESTE3,2023,11,53.7,3.15,16.2,328,328,Noviembre
629,SURESTE3,2023,12,16.9,3.5,14.77,340,340,Diciembre
630,SURESTE3,2024,1,12.7,4.1,12.63,337,337,Enero
631,SURESTE3,2024,2,24.2,4.1,17.38,317,317,Febrero
632,SURESTE3,2024,3,23.1,4.3,20.05,339,339,Marzo
633,SURESTE3,2024,4,27.1,4.4,23.01,325,325,Abril
634,SURESTE3,2024,5,7.5,4.2,28.1,335,336,Mayo
635,SURESTE3,2024,6,17.3,2.6,27.12,328,328,Junio
636,SURESTE3,2024,7,18.2,3.2,25.79,333,336,Julio
637,SURESTE3,2024,8,30.0,3.6,27.25,340,335,Agosto
638,SURESTE3,2024,9,15.9,3.4,24.98,327,327,Septiembre
639,SURESTE3,2024,10,36.5,3.8,21.94,339,339,Octubre
640,SURESTE3,2024,11,31.2,3.8,19.91,319,318,Noviembre
641,SURESTE3,2024,12,15.6,4.05,16.12,340,340,Diciembre
642,SURESTE3,2025,1,71.0,4.4,11.41,341,341,Enero
643,SURESTE3,2025,2,101.1,5.1,16.18,308,308,Febrero
644,SURESTE3,2025,3,21.1,4.6,20.77,337,337,Marzo
645,SURESTE3,2025,4,217.1,5.6,23.21,330,330,Abril
646,SURESTE3,2025,5,39.6,4.9,25.64,340,340,Mayo
647,SURESTE3,2025,6,46.0,4.8,26.27,328,328,Junio
648,SUROESTE,2021,1,19.8,7.0,12.3,336,341,Enero
649,SUROESTE,2021,2,23.2,6.7,13.34,295,298,Febrero
650,SUROESTE,2021,3,46.9,2.1,18.87,327,340,Marzo
651,SUROESTE,2021,4,12.9,4.5,21.27,287,327,Abril
652,SUROESTE,2021,5,14.9,5.7,23.64,336,340,Mayo
653,SUROESTE,2021,6,19.2,5.7,25.0,324,328,Junio
654,SUROESTE,2021,7,14.5,5.7,24.41,326,339,Julio
655,SUROESTE,2021,8,32.4,6.8,25.67,320,325,Agosto
656,SUROESTE,2021,9,26.8,7.1,25.35,271,217,Septiembre
657,SUROESTE,2021,10,18.1,5.7,21.86,315,255,Octubre
658,SUROESTE,2021,11,39.0,3.6,15.99,305,312,Noviembre
659,SUROESTE,2021,12,73.6,4.4,16.95,339,340,Diciembre
660,SUROESTE,2022,1,55.5,5.8,12.07,330,330,Enero
661,SUROESTE,2022,2,38.2,5.6,12.13,298,300,Febrero
662,SUROESTE,2022,3,39.0,6.3,17.76,326,330,Marzo
663,SUROESTE,2022,4,23.8,6.5,23.13,318,319,Abril
664,SUROESTE,2022,5,18.4,5.7,25.97,298,310,Mayo
665,SUROESTE,2022,6,20.2,6.0,26.21,310,318,Junio
666,SUROESTE,2022,7,16.4,7.0,27.36,311,318,Julio
667,SUROESTE,2022,8,13.3,5.9,26.24,323,339,Agosto
668,SUROESTE,2022,9,15.7,2.9,23.39,306,329,Septiembre
669,SUROESTE,2022,10,32.2,3.5,19.75,319,340,Octubre
670,SUROESTE,2022,11,13.5,4.0,15.08,316,319,Noviembre
671,SUROESTE,2022,12,21.1,4.8,13.4,333,340,Diciembre
672,SUROESTE,2023,1,24.8,5.1,15.44,333,335,Enero
673,SUROESTE,2023,2,42.8,6.4,16.21,303,307,Febrero
674,SUROESTE,2023,3,27.3,5.5,19.56,329,339,Marzo
675,SUROESTE,2023,4,16.4,5.6,20.5,308,329,Abril
676,SUROESTE,2023,5,22.6,5.3,23.08,338,340,Mayo
677,SUROESTE,2023,6,6.4,5.3,28.44,306,328,Junio
678,SUROESTE,2023,7,19.2,5.2,27.6,340,340,Julio
679,SUROESTE,2023,8,54.9,5.4,28.2,339,339,Agosto
680,SUROESTE,2023,9,40.8,5.8,27.19,329,329,Septiembre
681,SUROESTE,2023,10,11.0,2.9,20.66,337,337,Octubre
682,SUROESTE,2023,11,15.3,3.7,15.28,326,326,Noviembre
683,SUROESTE,2023,12,9.8,4.3,14.09,339,339,Diciembre
684,SUROESTE,2024,1,15.9,5.4,13.36,246,246,Enero
685,SUROESTE,2024,2,18.6,6.0,16.85,318,318,Febrero
686,SUROESTE,2024,3,46.9,6.0,19.49,340,340,Marzo
687,SUROESTE,2024,4,19.2,5.9,22.82,329,329,Abril
688,SUROESTE,2024,5,15.7,5.3,27.8,340,340,Mayo
689,SUROESTE,2024,6,8.3,2.7,26.43,303,310,Junio
690,SUROESTE,2024,7,8.0,2.6,25.08,337,338,Julio
691,SUROESTE,2024,8,22.0,3.2,26.61,340,340,Agosto
692,SUROESTE,2024,9,15.7,2.9,24.31,328,329,Septiembre
693,SUROESTE,2024,10,22.6,3.5,21.43,337,337,Octubre
694,SUROESTE,2024,11,24.4,4.1,18.84,327,327,Noviembre
695,SUROESTE,2024,12,16.0,4.4,15.06,339,339,Diciembre
696,SUROESTE,2025,1,93.0,68.0,0.0,334,335,Enero
697,SUROESTE,2025,2,91.0,59.0,0.06,229,231,Febrero
698,SUROESTE,2025,3,87.0,29.0,0.04,262,277,Marzo
699,SUROESTE,2025,4,,,0.0,0,305,Abril
700,SUROESTE,2025,5,,,0.04,0,331,Mayo
701,SUROESTE,2025,6,,,0.06,0,267,Junio
702,SUROESTE2,2021,1,3.5,3.2,13.29,188,340,Enero
703,SUROESTE2,2021,2,8.3,3.2,13.7,158,306,Febrero
704,SUROESTE2,2021,3,12.9,2.5,19.53,177,338,Marzo
705,SUROESTE2,2021,4,8.0,2.9,21.76,270,328,Abril
706,SUROESTE2,2021,5,14.0,3.3,24.19,305,335,Mayo
707,SUROESTE2,2021,6,8.0,3.3,25.38,296,310,Junio
708,SUROESTE2,2021,7,10.7,3.2,24.89,303,336,Julio
709,SUROESTE2,2021,8,11.6,3.5,26.21,296,329,Agosto
710,SUROESTE2,2021,9,13.7,3.7,25.3,283,318,Septiembre
711,SUROESTE2,2021,10,9.5,3.4,22.37,312,336,Octubre
712,SUROESTE2,2021,11,11.8,3.3,16.45,323,322,Noviembre
713,SUROESTE2,2021,12,28.9,3.8,17.47,340,340,Diciembre
714,SUROESTE2,2022,1,83.8,4.8,12.33,341,341,Enero
715,SUROESTE2,2022,2,23.9,4.6,12.35,300,304,Febrero
716,SUROESTE2,2022,3,24.0,4.5,17.96,337,337,Marzo
717,SUROESTE2,2022,4,14.5,4.2,23.34,311,321,Abril
718,SUROESTE2,2022,5,17.2,4.1,26.25,340,340,Mayo
719,SUROESTE2,2022,6,8.7,4.1,26.43,325,329,Junio
720,SUROESTE2,2022,7,12.0,4.3,27.73,295,296,Julio
721,SUROESTE2,2022,8,6.6,4.2,26.57,332,339,Agosto
722,SUROESTE2,2022,9,7.6,4.3,23.53,298,329,Septiembre
723,SUROESTE2,2022,10,26.1,4.6,19.97,340,340,Octubre
724,SUROESTE2,2022,11,14.6,3.2,15.35,322,328,Noviembre
725,SUROESTE2,2022,12,13.5,3.6,13.7,336,340,Diciembre
726,SUROESTE2,2023,1,28.8,3.7,15.88,341,341,Enero
727,SUROESTE2,2023,2,22.0,4.0,16.55,306,306,Febrero
728,SUROESTE2,2023,3,22.0,3.5,19.79,340,340,Marzo
729,SUROESTE2,2023,4,20.2,3.1,20.64,319,321,Abril
730,SUROESTE2,2023,5,8.7,3.2,23.24,334,339,Mayo
731,SUROESTE2,2023,6,14.4,3.2,28.51,329,329,Junio
732,SUROESTE2,2023,7,7.4,3.2,27.87,337,337,Julio
733,SUROESTE2,2023,8,5.6,3.4,28.45,340,340,Agosto
734,SUROESTE2,2023,9,11.8,3.6,27.39,312,329,Septiembre
735,SUROESTE2,2023,10,5.8,2.6,20.95,340,340,Octubre
736,SUROESTE2,2023,11,11.5,2.7,15.55,329,329,Noviembre
737,SUROESTE2,2023,12,11.7,3.0,14.57,340,340,Diciembre
738,SUROESTE2,2024,1,31.5,3.2,12.94,338,341,Enero
739,SUROESTE2,2024,2,16.4,3.9,17.39,318,318,Febrero
740,SUROESTE2,2024,3,27.4,3.7,19.76,340,340,Marzo
741,SUROESTE2,2024,4,11.0,3.5,22.97,329,329,Abril
742,SUROESTE2,2024,5,5.0,3.6,28.05,338,338,Mayo
743,SUROESTE2,2024,6,5.5,3.3,26.72,323,323,Junio
744,SUROESTE2,2024,7,7.8,2.0,25.33,340,340,Julio
745,SUROESTE2,2024,8,6.9,2.2,26.8,340,340,Agosto
746,SUROESTE2,2024,9,15.0,2.5,24.56,329,329,Septiembre
747,SUROESTE2,2024,10,19.4,2.6,21.54,340,340,Octubre
748,SUROESTE2,2024,11,20.2,3.0,19.2,329,329,Noviembre
749,SUROESTE2,2024,12,14.6,3.4,15.41,340,340,Diciembre
750,SUROESTE2,2025,1,24.4,4.5,10.7,341,341,Enero
751,SUROESTE2,2025,2,62.5,5.4,15.85,303,303,Febrero
752,SUROESTE2,2025,3,21.1,4.4,21.0,337,337,Marzo
753,SUROESTE2,2025,4,11.1,4.1,23.03,329,329,Abril
754,SUROESTE2,2025,5,12.4,3.6,25.53,341,341,Mayo
755,SUROESTE2,2025,6,6.7,3.3,25.88,329,329,Junio
