Ano,mes,station,dist_km,viento_util_kmh,tiempo_horas,SO2_mean,RAINF_mean,RAINF_std,WSR_mean,WSR_std,WDR_mean,WDR_std
2021,3,NTE,0.45970547207493195,0.17282808094004665,-0.25438634758456063,3.6702,0.0008,0.0008,-0.0002,0.388,74.0629,51.7307
2021,3,NE,-0.2673918945266504,0.17855198972507336,-0.26309890019675863,1.5317,0.0003,0.0028,0.439,0.42,199.9876,21.6062
2021,3,SE2,-1.6892496214918382,0.21749391452994785,-0.27997912819185605,0.2804,0.0613,0.1089,0.0934,0.6834,158.5902,71.0051
2021,3,NE2,-0.4148990833044134,0.22541767106453933,-0.26585337957616156,0.4964,0.0038,0.0331,-0.284,0.2995,148.5543,64.7038
2021,4,NTE,0.45970547207493195,0.2311903508283293,-0.25630706625457145,-0.9129,0.0,0.0,0.2685,0.7982,137.9425,57.9437
2021,4,NE,-0.2673918945266504,0.23696092391700108,-0.26447056360792814,-0.2678,0.0,0.0006,0.4204,0.752,114.1317,64.3
2021,4,SE2,-1.6892496214918382,0.2709290370103168,-0.2802684890704416,-0.2654,0.026,0.1287,0.2162,0.6797,141.6615,58.6416
2021,4,NE2,-0.4148990833044134,0.28164312448286233,-0.2669575382588772,0.1851,0.0694,0.731,0.1823,0.7209,134.6611,50.3894
2021,9,NE3,-0.5783856921550802,0.35123296015741906,-0.26976365521160117,-0.3253,0.145,2.1995,-0.3243,0.7203,138.5976,72.4125
2021,9,SUR,-0.5309476282241541,0.37292057384305705,-0.26961958933994884,-0.3095,0.0001,0.0003,0.3406,0.5888,217.8788,66.6441
2021,9,SO2,0.6242767396988391,0.4471589376429159,-0.2602473408182021,0.1277,0.0033,0.0286,2.3095,2.6291,110.711,48.937
2021,7,SUR,-0.5309476282241541,0.44716238486130166,-0.2706263793950875,-0.6132,0.0001,0.0003,0.4143,0.5974,189.9115,60.4946
2021,9,SO,0.9919692931725439,0.4489837044857385,-0.2569885528039584,0.5494,9.5614,21.6729,-0.0229,0.3767,136.6481,52.9115
2021,6,SUR,-0.5309476282241541,0.5062712646108342,-0.27133988406095433,-0.6161,0.0,0.0001,0.6953,0.7996,169.5452,63.7972
2021,5,SUR,-0.5309476282241541,0.5118246324459045,-0.27140336380296476,-0.6708,0.0,0.0001,0.9517,0.7751,168.0536,71.5896
2021,9,CE,0.06864998179780546,0.5170651620254564,-0.266383255843638,0.582,0.0004,0.0013,-0.0335,0.553,107.9844,82.9392
2021,7,SO2,0.6242767396988391,0.5428047630821771,-0.2621621554380913,-0.0542,0.0009,0.0071,6.8559,5.0961,105.2083,43.8389
2021,7,SO,0.9919692931725439,0.5451799787872995,-0.25916099592601005,0.075,0.3779,4.6937,-0.0626,0.4299,142.0561,63.9763
2021,9,NO2,2.2472989035085678,0.5687537945914936,-0.2494396196107045,0.21,0.001,0.0013,0.0936,0.3951,110.847,35.5967
2021,9,SE,-0.6629767945313897,0.5776367781984831,-0.27317964003983974,0.6163,0.26,1.9848,-0.0924,0.4649,130.2266,72.366
2021,7,NE3,-0.5783856921550802,0.6082712093969385,-0.2727943761491295,3.547,0.0576,0.3507,-0.2497,0.6036,133.7595,65.3043
2021,6,SO2,0.6242767396988391,0.6179091525775234,-0.2634720227512393,-0.0236,0.0059,0.0456,2.7041,4.0294,105.5603,48.4667
2021,6,SO,0.9919692931725439,0.620695354152289,-0.26064590758193856,0.082,0.3914,4.771,0.0801,0.4594,144.368,64.788
2021,9,SE2,-1.6892496214918382,0.6209325785686269,-0.2815881959624299,0.5459,0.0667,0.7859,0.0058,0.624,139.2816,50.5093
2021,5,SO2,0.6242767396988391,0.6217949210821176,-0.2635357657361741,0.1244,0.0008,0.0084,0.3195,0.4728,92.5068,42.77
2021,5,SO,0.9919692931725439,0.6245370734499502,-0.2607169493291482,0.1184,0.1899,3.3243,0.1562,0.4765,137.9345,56.4938
2021,7,CE,0.06864998179780546,0.6348849813930243,-0.2680416241302003,-0.5271,0.0001,0.0031,-0.0388,0.491,100.5183,76.5965
2021,9,NO,0.5749922000494433,0.6359315402475153,-0.2641451252800115,0.4553,0.0018,0.0052,0.2602,0.6826,148.1051,84.6092
2021,9,NTE2,0.03693807917734043,0.6369131676154426,-0.26831232428436486,-2.1953,0.0139,0.1814,0.085,0.6297,89.9093,66.524
2021,9,NE2,-0.4148990833044134,0.6717591963206371,-0.2721393551841679,0.6986,0.3882,4.6865,0.2182,0.5872,133.2859,56.1192
